Date,Configuration,Customer Postcode,Store Postcode,Retail Price
12Jun2008 16:02:01,72,SE19,CR7,325.5
12Jun2008 16:03:54,190,N1,SE1,430
12Jun2008 16:04:52,634,SW1A,SE1,470
12Jun2008 16:05:56,203,SE1,SE1,410
12Jun2008 16:06:20,124,W11,SW1V,515
12Jun2008 16:06:48,24,SW3,W10,440
12Jun2008 16:08:55,163,E8,NW5,430
12Jun2008 16:13:15,308,WC2E,SE1,460
12Jun2008 16:16:08,140,EC1A,SE1,540
12Jun2008 16:19:10,540,SW8,SW1P,413
12Jun2008 16:20:54,243,EC4V,E2,580
12Jun2008 16:21:34,370,WC1H,SW1P,364
12Jun2008 16:22:25,395,EC2V,SE1,640
12Jun2008 16:22:33,786,SW1Y,SW1P,416.5
12Jun2008 16:22:50,793,WC2B,SW1V,625
12Jun2008 16:24:22,365,N7,NW5,535
12Jun2008 16:24:28,350,EC3R,E2,460
12Jun2008 16:26:45,603,SE22,SE8,535
12Jun2008 16:28:23,662,SE1,SW1P,420
12Jun2008 16:30:29,120,EC4V,SW1P,430.5
12Jun2008 16:30:38,53,KT1,KT2,430
12Jun2008 16:34:29,3,SE16,SE1,385
12Jun2008 16:36:41,617,WC1V,SW1P,364
12Jun2008 16:37:20,461,EC3V,SW1P,374.5
12Jun2008 16:37:58,622,WC2R,SW1P,371
12Jun2008 16:38:43,330,W1S,SW1P,315
12Jun2008 16:42:23,79,EC1R,NW5,495
12Jun2008 16:44:53,205,WC2E,SE1,430
12Jun2008 16:45:54,764,HA5,W4,413
12Jun2008 16:46:11,630,SW8,SE1,550
12Jun2008 16:46:47,608,WC2R,SE1,565
12Jun2008 16:48:19,715,W1U,SW1P,497
12Jun2008 16:48:28,132,W3,SW18,560
12Jun2008 16:48:38,409,SE17,SE1,625
12Jun2008 16:53:44,524,SE26,SW12,540
12Jun2008 16:56:21,460,SW1Y,SE1,465
12Jun2008 16:56:36,487,W2,W10,640
12Jun2008 16:57:47,637,NW1,NW5,580
12Jun2008 16:58:23,802,N1,SW1P,434
12Jun2008 16:58:31,571,EC2A,SE1,690
12Jun2008 16:59:57,123,W1X,SW1P,395.5
12Jun2008 17:04:39,381,E3,SE8,610
12Jun2008 17:05:19,237,WC2E,SW1V,530
12Jun2008 17:06:36,780,SW1W,SW1V,590
12Jun2008 17:08:47,545,KT1,KT2,645
12Jun2008 17:10:27,373,W1D,NW5,630
12Jun2008 17:10:47,511,SE14,SE8,645
12Jun2008 17:12:58,302,NW1,NW5,435
12Jun2008 17:14:35,74,SE24,SW1P,227.5
12Jun2008 17:17:20,191,SE1,SW1P,378
12Jun2008 17:17:59,583,W1T,NW5,610
12Jun2008 17:18:04,429,EC1V,SE1,710
12Jun2008 17:18:50,173,W1W,SW1V,430
12Jun2008 17:20:05,853,EC4V,SW1P,581
12Jun2008 17:20:45,640,EC1R,SE1,590
12Jun2008 17:20:52,690,SW4,SW1V,615
12Jun2008 17:21:49,473,N1,NW5,500
12Jun2008 17:23:17,376,E1W,SE8,640
12Jun2008 17:23:35,539,E14,SE8,640
12Jun2008 17:24:07,645,E1W,SE8,625
12Jun2008 17:25:11,494,HA5,W10,510
12Jun2008 17:27:42,404,W2,W10,635
12Jun2008 17:28:28,636,E8,SE1,510
12Jun2008 17:31:38,524,SW3,W10,540
12Jun2008 17:35:56,385,WC2R,SE1,620
12Jun2008 17:37:31,810,KT2,W4,420
12Jun2008 17:38:01,114,SW8,SW1V,495
12Jun2008 17:39:29,656,W4,W4,430.5
12Jun2008 17:40:56,345,SE10,SE1,450
12Jun2008 17:42:21,507,EC3R,E2,565
12Jun2008 17:42:42,77,E1,E2,435
12Jun2008 17:44:40,286,W2,SW1P,406
12Jun2008 17:45:05,133,CR0,CR7,441
12Jun2008 17:45:42,479,SW19,SW12,620
12Jun2008 17:53:21,217,W1W,SW1P,276.5
12Jun2008 17:54:21,294,E17,E2,455
12Jun2008 17:55:12,716,SE1,SE1,660
12Jun2008 17:55:27,390,SE25,CR7,441
12Jun2008 17:57:47,322,E2,SE1,470
12Jun2008 17:59:19,631,KT1,SW18,660
12Jun2008 18:00:19,618,W1G,NW5,470
12Jun2008 18:03:37,224,E2,E2,465
12Jun2008 18:05:21,270,EC4M,E2,555
12Jun2008 18:13:01,809,E3,SE8,650
12Jun2008 18:17:05,729,SE3,SE8,550
12Jun2008 18:19:33,330,SE26,SW12,450
12Jun2008 18:19:52,433,E11,E2,470
12Jun2008 18:20:13,666,SW3,SW18,520
12Jun2008 18:20:29,186,W1T,SW1P,259
12Jun2008 18:20:38,525,WC2E,SE1,610
12Jun2008 18:22:40,523,SE15,SE8,590
12Jun2008 18:25:27,449,SE26,SE8,495
12Jun2008 18:29:20,438,W1P,NW5,480
12Jun2008 18:33:17,692,W1B,SW1P,458.5
12Jun2008 18:34:33,13,SW14,SW18,385
12Jun2008 18:34:45,802,N5,E2,620
12Jun2008 18:39:31,395,N1,SW1P,448
12Jun2008 18:43:45,857,EC1A,SE1,750
12Jun2008 18:44:34,53,EC4Y,SE1,430
12Jun2008 18:45:58,728,E1,E2,640
12Jun2008 18:46:47,172,EC1V,SE1,360
12Jun2008 18:46:49,250,SW8,SE1,470
12Jun2008 18:48:29,706,TW9,SW18,640
12Jun2008 18:51:19,221,WC1N,NW5,455
12Jun2008 18:51:49,721,W4,W4,399
12Jun2008 18:52:20,511,WC1E,SW1P,451.5
12Jun2008 18:52:50,177,W4,W4,308
12Jun2008 18:58:38,296,EC2A,SE1,515
12Jun2008 19:00:19,366,SE23,SE8,485
12Jun2008 19:01:10,379,CR7,SW18,590
12Jun2008 19:01:41,609,WC2H,SW1V,540
12Jun2008 19:06:15,125,BR3,SW12,585
12Jun2008 19:07:13,255,EC3N,SE1,640
12Jun2008 19:07:15,624,N1,E2,590
12Jun2008 19:08:45,315,N16,NW5,490
12Jun2008 19:08:49,451,SW19,SW12,535
12Jun2008 19:09:37,496,W1W,NW5,570
12Jun2008 19:11:39,69,WC2E,SW1V,455
12Jun2008 19:11:54,498,NW1,SW1P,346.5
12Jun2008 19:12:57,779,EC4A,SW1V,640
12Jun2008 19:15:33,71,E6,SE8,515
12Jun2008 19:19:27,354,SE1,SW1P,311.5
12Jun2008 19:19:52,297,SW13,SW18,425
12Jun2008 19:21:18,97,W1B,SW1P,364
12Jun2008 19:23:13,616,E2,SE1,610
12Jun2008 19:24:00,644,WC1V,SW1P,388.5
12Jun2008 19:24:40,739,EC2V,SE1,635
12Jun2008 19:25:18,186,WC2E,SW1V,370
12Jun2008 19:26:16,279,SE1,SW1V,710
12Jun2008 19:27:02,573,EC3N,SE1,710
12Jun2008 19:27:03,530,EC1N,SW1P,399
12Jun2008 19:27:17,70,WC1H,SW1P,283.5
12Jun2008 19:31:19,292,N1,NW5,435
12Jun2008 19:31:38,97,EC3N,E2,520
12Jun2008 19:32:35,506,SE1,SE1,475
12Jun2008 19:36:45,294,EC1M,E2,455
12Jun2008 19:37:13,518,SE1,E2,580
12Jun2008 19:38:16,114,E2,SE1,495
12Jun2008 19:38:25,308,SE14,SE1,460
12Jun2008 19:38:35,301,E14,SE1,485
12Jun2008 19:39:46,370,SE1,SE1,520
12Jun2008 19:39:48,207,W1J,W10,490
12Jun2008 19:43:14,67,SE13,SE1,435
12Jun2008 19:43:41,269,E1,E2,605
12Jun2008 19:45:12,61,WC1V,SE1,410
12Jun2008 19:46:05,649,W6,SW18,545
12Jun2008 19:46:49,776,W3,SW18,690
12Jun2008 19:49:55,115,E1,SE1,585
12Jun2008 19:53:43,312,WC2R,SW1V,540
12Jun2008 19:53:56,219,EC4A,SW1V,435
12Jun2008 19:55:44,715,E6,E7,497
12Jun2008 19:56:04,429,W1K,NW5,710
12Jun2008 19:56:46,674,SE1,SE1,590
12Jun2008 19:57:30,403,W11,W10,685
12Jun2008 19:59:07,593,SW19,KT2,515
12Jun2008 19:59:15,625,W1T,SW1V,540
12Jun2008 19:59:33,282,N17,N17,520
12Jun2008 20:03:25,330,SW1P,SW1P,315
12Jun2008 20:03:50,101,W12,W4,406
12Jun2008 20:04:09,329,WC2A,SE1,500
12Jun2008 20:05:28,522,SW8,SW1P,350
12Jun2008 20:05:57,392,E14,SE8,690
12Jun2008 20:08:33,356,SW4,SW1P,339.5
12Jun2008 20:08:39,452,NW1,W10,485
12Jun2008 20:08:54,462,SE10,SE1,485
12Jun2008 20:09:01,472,SE1,SE1,590
12Jun2008 20:10:00,149,SW4,SW12,425
12Jun2008 20:10:57,97,SE1,SE1,520
12Jun2008 20:12:11,277,W1F,NW5,650
12Jun2008 20:12:39,315,N1,SW1P,343
12Jun2008 20:13:35,165,WC1N,SW1V,450
12Jun2008 20:13:51,735,W1P,NW5,670
12Jun2008 20:18:46,469,SE1,SE1,580
12Jun2008 20:19:00,686,SE1,SE1,630
12Jun2008 20:22:17,528,EC1A,SW1P,434
12Jun2008 20:23:01,74,SW1V,SE1,325
12Jun2008 20:24:26,282,SW6,SW12,520
12Jun2008 20:25:04,619,SE1,SE1,560
12Jun2008 20:28:57,443,W1D,SW1P,343
12Jun2008 20:32:20,308,E1W,E2,460
12Jun2008 20:34:10,832,N1,E2,770
12Jun2008 20:34:12,572,TW8,W10,640
12Jun2008 20:35:07,370,SW7,SW1P,364
12Jun2008 20:35:09,296,SW1Y,SW1P,360.5
12Jun2008 20:35:15,680,EC4Y,SW1P,497
12Jun2008 20:36:54,581,SE19,SW18,550
12Jun2008 20:37:30,464,N2,N17,545
12Jun2008 20:39:47,98,SE19,SE8,470
12Jun2008 20:40:43,85,WD7,W10,530
12Jun2008 20:41:00,75,E13,SE8,415
12Jun2008 20:41:02,448,WC1H,SW1P,364
12Jun2008 20:41:39,129,EC1A,E2,570
12Jun2008 20:46:34,438,TW10,SW18,480
12Jun2008 20:46:41,707,WC1N,SW1V,730
12Jun2008 20:47:07,228,N1,E2,480
12Jun2008 20:47:53,102,W1T,SW1P,371
12Jun2008 20:51:11,39,W1T,SW1V,540
12Jun2008 20:52:48,749,W1D,NW5,635
12Jun2008 20:53:03,183,EC3V,SW1P,392
12Jun2008 20:54:28,108,W1S,SW1P,343
12Jun2008 20:55:36,827,SE27,SW12,740
12Jun2008 20:56:29,417,W1W,SW1V,670
12Jun2008 21:01:04,668,SW4,SW1V,560
12Jun2008 21:01:36,207,SE1,SE1,490
12Jun2008 21:02:35,790,EC3R,E2,655
12Jun2008 21:03:02,457,E15,SE8,475
12Jun2008 21:04:32,242,KT7,W4,343
12Jun2008 21:04:32,235,E1,SE1,510
12Jun2008 21:05:00,731,W1B,SW1P,413
12Jun2008 21:05:37,728,W1W,NW5,640
12Jun2008 21:05:37,708,SE23,CR7,476
12Jun2008 21:06:26,180,SE11,SW1P,301
12Jun2008 21:07:40,307,W6,SW18,510
12Jun2008 21:07:51,579,WC2A,SE1,530
12Jun2008 21:08:39,83,EC4Y,SW1V,510
12Jun2008 21:08:39,614,EC4A,SW1V,550
12Jun2008 21:10:16,591,E14,E2,590
12Jun2008 21:12:25,722,KT7,W4,364
12Jun2008 21:13:57,537,W1D,SW1V,600
12Jun2008 21:14:18,748,EC4Y,SW1V,565
12Jun2008 21:17:52,414,SE19,SW12,635
12Jun2008 21:18:05,491,WC1X,NW5,540
12Jun2008 21:19:56,726,EC2M,E2,580
12Jun2008 21:28:15,528,W1F,SW1P,434
12Jun2008 21:28:25,313,EC4Y,SE1,450
12Jun2008 21:28:37,737,E1,SW1P,416.5
12Jun2008 21:29:22,433,N1,E2,470
12Jun2008 21:29:25,68,W1T,SW1V,385
12Jun2008 21:32:08,660,E1,SE1,580
12Jun2008 21:35:08,610,SE6,CR7,343
12Jun2008 21:35:31,276,W3,W4,406
12Jun2008 21:35:59,525,EC1M,SW1P,427
12Jun2008 21:37:39,771,SE26,SW12,660
12Jun2008 21:38:45,244,E6,E7,371
12Jun2008 21:39:15,606,SW1P,SE1,505
12Jun2008 21:40:55,725,W1K,SW1V,630
12Jun2008 21:42:41,246,SW1Y,SW1P,385
12Jun2008 21:45:53,510,E1,SE8,535
12Jun2008 21:49:12,612,E1,SE8,530
12Jun2008 21:50:43,299,NW3,W10,465
12Jun2008 21:52:22,689,SW6,W4,465.5
12Jun2008 21:53:04,528,WC2R,SE1,620
12Jun2008 21:54:27,22,E2,E2,380
12Jun2008 21:54:49,634,W1S,NW5,470
12Jun2008 21:55:51,630,WC2N,SE1,550
12Jun2008 21:58:31,656,NW1,W10,615
12Jun2008 21:58:56,661,KT2,SW18,650
12Jun2008 22:00:17,252,SW7,SW1V,510
12Jun2008 22:02:24,412,W1D,SW1P,430.5
12Jun2008 22:03:04,89,NW1,W10,450
12Jun2008 22:03:49,128,E2,E2,595
12Jun2008 22:04:44,650,WC2H,NW5,495
12Jun2008 22:05:22,596,EC1R,SW1P,353.5
12Jun2008 22:05:41,106,W11,SW1V,450
12Jun2008 22:07:05,365,CR0,CR7,374.5
12Jun2008 22:09:00,210,E1,E2,365
12Jun2008 22:09:41,598,SW4,SW12,525
12Jun2008 22:09:46,318,W1W,SW1P,322
12Jun2008 22:10:50,528,WC1X,SE1,620
12Jun2008 22:15:41,844,EC1M,SE1,715
12Jun2008 22:18:55,635,EC1M,SE1,560
12Jun2008 22:19:20,778,N1,SE1,550
12Jun2008 22:19:57,491,EC3N,E2,540
12Jun2008 22:20:14,169,CR0,SW18,370
12Jun2008 22:20:19,301,W2,W10,485
12Jun2008 22:21:03,461,N7,SW1P,374.5
12Jun2008 22:21:59,114,WC2N,SW1P,346.5
12Jun2008 22:25:29,691,SE15,SE1,705
12Jun2008 22:26:27,341,N1,SW1P,371
12Jun2008 22:27:31,238,SW1Y,SE1,480
12Jun2008 22:30:00,580,E13,E2,480
12Jun2008 22:31:03,313,SW7,SW1P,315
12Jun2008 22:32:03,713,E12,E2,670
12Jun2008 22:35:09,814,SW8,SW1V,660
12Jun2008 22:35:30,607,EC4M,SE1,615
12Jun2008 22:35:49,212,NW8,NW5,405
12Jun2008 22:36:31,24,W1W,NW5,440
12Jun2008 22:36:41,265,W7,W4,381.5
12Jun2008 22:38:17,817,WC1E,NW5,720
12Jun2008 22:40:35,183,SE19,CR7,392
12Jun2008 22:43:03,140,W1T,SW1P,378
12Jun2008 22:44:58,101,SE5,SW1P,406
12Jun2008 22:45:19,576,W2,SW1V,720
12Jun2008 22:45:32,461,IG11,E7,374.5
12Jun2008 22:50:38,61,TW10,SW18,410
12Jun2008 22:52:35,26,W1P,NW5,300
12Jun2008 22:53:58,654,W6,SW18,555
12Jun2008 22:54:22,544,N7,SW1P,469
12Jun2008 22:55:35,307,SE22,SW12,510
12Jun2008 22:57:36,86,NW1,NW5,480
12Jun2008 22:57:41,167,WC1H,SW1V,510
12Jun2008 22:58:26,552,CR0,CR7,500.5
12Jun2008 22:59:32,553,E1,E2,625
12Jun2008 22:59:32,714,N7,NW5,620
12Jun2008 23:00:39,548,SE24,SW12,635
12Jun2008 23:01:36,448,WC1H,NW5,520
12Jun2008 23:03:28,231,W2,SW1P,427
12Jun2008 23:05:34,285,E4,E2,630
12Jun2008 23:05:59,580,W1T,SW1P,336
12Jun2008 23:06:08,331,NW3,W10,540
12Jun2008 23:08:04,35,SE27,CR7,322
12Jun2008 23:09:51,74,EC1N,SE1,325
12Jun2008 23:10:20,369,SE11,SW1P,399
12Jun2008 23:14:18,362,SE23,CR7,297.5
12Jun2008 23:15:04,461,EC4A,SE1,535
12Jun2008 23:15:10,544,WC2E,SE1,670
12Jun2008 23:17:15,72,SW11,SW18,465
12Jun2008 23:17:25,623,SE26,SW12,640
12Jun2008 23:18:41,158,E1,E2,355
12Jun2008 23:19:14,377,W14,SW18,550
12Jun2008 23:19:31,686,SE26,SE8,630
12Jun2008 23:21:01,350,EC2A,SE1,460
12Jun2008 23:21:03,855,W1F,SW1P,623
12Jun2008 23:21:12,205,SW1Y,SW1P,301
12Jun2008 23:22:37,459,E3,SE8,515
12Jun2008 23:22:47,570,SW16,CR7,420
12Jun2008 23:23:20,288,WC2B,SE1,640
12Jun2008 23:23:34,424,E13,SE8,740
12Jun2008 23:25:56,455,W1F,SW1V,615
12Jun2008 23:27:56,244,N20,N17,530
12Jun2008 23:28:35,94,W1D,NW5,460
12Jun2008 23:28:51,336,EC4A,SW1P,399
12Jun2008 23:29:08,764,SE11,SW1P,413
12Jun2008 23:30:28,236,N1,NW5,460
12Jun2008 23:30:37,576,N1,SW1P,504
12Jun2008 23:31:34,532,E14,SE1,610
12Jun2008 23:32:46,268,SE1,SW1P,374.5
12Jun2008 23:36:02,66,E8,E2,345
12Jun2008 23:37:30,48,EC1Y,SW1P,329
12Jun2008 23:38:17,460,W1H,SW1P,325.5
12Jun2008 23:41:31,636,SW4,SW1V,510
12Jun2008 23:42:33,233,N7,NW5,470
12Jun2008 23:43:20,223,E2,E2,515
12Jun2008 23:44:07,121,E1,SE1,525
12Jun2008 23:44:21,472,NW1,NW5,590
12Jun2008 23:46:21,139,WC1X,SW1P,413
12Jun2008 23:47:14,166,E1W,SE8,400
12Jun2008 23:47:21,188,W6,W4,287
12Jun2008 23:49:23,376,SE25,CR7,448
12Jun2008 23:50:18,511,E2,E2,645
12Jun2008 23:51:00,382,SW6,SW12,560
12Jun2008 23:53:36,245,W1B,SW1P,420
12Jun2008 23:54:55,771,WC1N,SW1P,462
13Jun2008 00:01:10,764,SW4,SW18,590
13Jun2008 00:02:27,587,W1U,SW1P,357
13Jun2008 00:02:51,261,E8,N17,625
13Jun2008 00:02:54,652,SE25,SW18,535
13Jun2008 00:04:16,472,SE17,SE1,590
13Jun2008 00:04:21,588,EC1A,SW1P,322
13Jun2008 00:06:14,606,SE11,SW1V,505
13Jun2008 00:06:20,209,SW1Y,SW1P,290.5
13Jun2008 00:09:02,474,WC2R,SE1,450
13Jun2008 00:09:25,864,SW4,SW12,820
13Jun2008 00:10:31,225,WC2N,SW1P,343
13Jun2008 00:13:34,219,SW19,SW18,435
13Jun2008 00:14:44,323,W1T,SW1V,560
13Jun2008 00:15:14,634,SW4,SW12,470
13Jun2008 00:15:56,590,NW5,SW1P,336
13Jun2008 00:16:47,447,KT4,SW12,570
13Jun2008 00:20:05,339,W12,W10,510
13Jun2008 00:21:07,643,EC4Y,SE1,605
13Jun2008 00:22:10,284,N16,N17,560
13Jun2008 00:23:24,495,WC2E,SW1P,434
13Jun2008 00:23:29,570,E1,SW1P,420
13Jun2008 00:23:35,533,SW8,SW1P,476
13Jun2008 00:24:07,527,W1H,SW1P,469
13Jun2008 00:24:37,769,EC1Y,E2,620
13Jun2008 00:27:37,169,TW10,SW18,370
13Jun2008 00:28:15,570,SW12,SW12,600
13Jun2008 00:28:51,219,EC2M,SW1P,304.5
13Jun2008 00:29:44,476,N1,E2,490
13Jun2008 00:30:55,370,N1,E2,520
13Jun2008 00:33:50,864,N1,SW1P,574
13Jun2008 00:33:59,108,BR3,CR7,343
13Jun2008 00:34:46,64,E1,SW1P,294
13Jun2008 00:35:45,144,E6,E7,434
13Jun2008 00:35:57,641,NW6,N3,395.5
13Jun2008 00:36:07,168,EC1R,NW5,460
13Jun2008 00:39:16,438,SW1V,SW1V,480
13Jun2008 00:42:23,747,SE26,SW12,615
13Jun2008 00:43:15,445,E15,E7,357
13Jun2008 00:47:09,489,SE25,CR7,350
13Jun2008 00:53:06,27,E1,SE1,390
13Jun2008 00:53:17,468,WC2E,SE1,510
13Jun2008 01:00:25,410,N4,NW5,575
13Jun2008 01:01:22,121,W1P,SW1V,525
13Jun2008 01:02:08,237,NW1,SW1V,530
13Jun2008 01:02:12,153,TW10,W4,241.5
13Jun2008 01:05:01,87,NW1,SW1P,413
13Jun2008 01:05:33,604,SW18,SW18,485
13Jun2008 01:08:24,317,SW3,W10,510
13Jun2008 01:16:34,592,EC1A,SW1P,378
13Jun2008 01:17:26,648,WC1N,NW5,635
13Jun2008 01:18:26,87,WC1N,NW5,590
13Jun2008 01:19:45,761,SE14,SE1,600
13Jun2008 01:23:33,32,WC1R,SW1V,420
13Jun2008 01:23:35,14,WC2E,SW1P,234.5
13Jun2008 01:24:23,635,W1V,SW1P,392
13Jun2008 01:24:46,248,EC2A,SW1P,427
13Jun2008 01:24:48,96,WC1H,SW1V,520
13Jun2008 01:25:50,64,SW4,SW1V,420
13Jun2008 01:26:10,613,NW1,SW1V,600
13Jun2008 01:27:17,559,SE26,CR7,521.5
13Jun2008 01:27:56,380,CR0,SW18,540
13Jun2008 01:28:07,793,SW16,SW12,625
13Jun2008 01:29:11,204,NW1,SW1V,360
13Jun2008 01:31:30,538,E8,E2,550
13Jun2008 01:32:57,637,WC1X,NW5,580
13Jun2008 01:33:43,534,EC2A,E2,630
13Jun2008 01:34:32,727,E1,SE1,690
13Jun2008 01:35:46,514,E1,E2,520
13Jun2008 01:37:30,512,EC4A,SW1P,416.5
13Jun2008 01:37:33,621,EC3A,E2,580
13Jun2008 01:39:18,208,EC4N,SW1P,308
13Jun2008 01:43:16,606,SW8,SW1P,353.5
13Jun2008 01:43:20,387,WC1B,NW5,660
13Jun2008 01:43:31,797,KT6,W4,479.5
13Jun2008 01:45:25,126,W1J,SW1V,535
13Jun2008 01:48:47,612,W2,SW1P,371
13Jun2008 01:50:48,370,W1M,SW1P,364
13Jun2008 01:51:04,299,SE25,SE8,465
13Jun2008 01:53:26,622,E1,E2,530
13Jun2008 01:53:41,310,SW4,SW1P,336
13Jun2008 01:55:27,490,N1,NW5,450
13Jun2008 01:56:53,55,SE1,SE1,490
13Jun2008 01:57:24,437,NW1,NW5,530
13Jun2008 01:59:39,355,CR7,CR7,374.5
13Jun2008 02:01:18,420,N16,E2,660
13Jun2008 02:02:02,673,EC1R,NW5,640
13Jun2008 02:04:06,733,KT2,KT2,610
13Jun2008 02:04:50,796,EC4M,SW1V,615
13Jun2008 02:04:55,402,E14,SE1,595
13Jun2008 02:05:42,228,SE24,SW1P,336
13Jun2008 02:06:34,634,E1W,E2,470
13Jun2008 02:07:28,262,W1J,SW1P,402.5
13Jun2008 02:08:44,540,EC1A,SE1,590
13Jun2008 02:08:53,497,RM10,E7,381.5
13Jun2008 02:11:23,741,E11,E2,655
13Jun2008 02:14:07,78,SE4,E2,385
13Jun2008 02:17:43,708,KT2,W4,476
13Jun2008 02:21:28,515,W1T,SW1V,610
13Jun2008 02:21:45,782,SW1W,SW1V,610
13Jun2008 02:22:51,7,SE11,SW1P,325.5
13Jun2008 02:23:49,628,N1,NW5,530
13Jun2008 02:25:32,24,WC1V,NW5,440
13Jun2008 02:28:03,616,SE14,SE8,610
13Jun2008 02:28:30,756,W11,SW1V,610
13Jun2008 02:28:42,254,WC2B,NW5,530
13Jun2008 02:28:45,652,SW1Y,SW1P,374.5
13Jun2008 02:29:55,33,SE26,SE8,420
13Jun2008 02:30:03,149,W1T,NW5,425
13Jun2008 02:30:21,693,EC1R,SW1P,507.5
13Jun2008 02:30:29,593,W1D,SW1P,360.5
13Jun2008 02:32:42,347,EC4M,SW1V,490
13Jun2008 02:34:15,481,N2,N17,520
13Jun2008 02:36:01,579,SW16,CR7,371
13Jun2008 02:36:30,23,SE23,CR7,343
13Jun2008 02:37:07,240,W2,SW1P,378
13Jun2008 02:37:41,54,SE1,SE1,380
13Jun2008 02:42:45,21,W1F,NW5,430
13Jun2008 02:44:28,213,E1,SE1,475
13Jun2008 02:45:34,466,EC3V,E2,470
13Jun2008 02:46:39,859,EC1M,SW1P,553
13Jun2008 02:47:14,235,SE15,SW1P,357
13Jun2008 02:48:40,69,W1G,SW1V,455
13Jun2008 02:50:01,176,W1F,SW1V,440
13Jun2008 02:50:16,662,WC2H,SW1V,600
13Jun2008 02:50:38,304,SE10,SE1,495
13Jun2008 02:50:49,622,W1F,SW1P,371
13Jun2008 02:52:51,781,N7,NW5,660
13Jun2008 02:58:35,543,NW1,SW1V,720
13Jun2008 03:00:17,671,WC2H,SW1V,690
13Jun2008 03:00:21,61,SW1W,SW1P,287
13Jun2008 03:01:22,559,WC2R,SE1,745
13Jun2008 03:03:27,563,SW1Y,SW1P,497
13Jun2008 03:03:39,500,NW1,NW5,535
13Jun2008 03:04:34,151,EC1R,NW5,485
13Jun2008 03:05:04,660,E1,SE1,580
13Jun2008 03:05:50,670,IG11,SE8,580
13Jun2008 03:06:34,843,W6,W4,535.5
13Jun2008 03:07:36,762,KT2,W4,385
13Jun2008 03:08:30,303,N7,NW5,545
13Jun2008 03:08:54,711,TW9,SW18,810
13Jun2008 03:10:14,153,SW1H,SW1V,345
13Jun2008 03:12:28,554,EC1V,E2,575
13Jun2008 03:16:35,582,WC1X,NW5,500
13Jun2008 03:17:31,716,WC1N,SW1V,660
13Jun2008 03:19:31,493,N7,NW5,560
13Jun2008 03:20:46,530,W1S,NW5,570
13Jun2008 03:21:09,328,NW1,NW5,590
13Jun2008 03:23:06,129,SW7,SW1V,570
13Jun2008 03:27:40,740,E2,NW5,585
13Jun2008 03:29:07,845,W1F,SW1P,549.5
13Jun2008 03:30:33,649,W2,W10,545
13Jun2008 03:31:02,440,SE5,SW1P,378
13Jun2008 03:32:54,788,WC2N,SW1V,635
13Jun2008 03:33:22,132,SE1,SE1,560
13Jun2008 03:33:43,528,SW3,SW1P,434
13Jun2008 03:34:34,64,EC3A,SW1P,294
13Jun2008 03:34:38,211,W1F,NW5,455
13Jun2008 03:35:02,640,N7,SW1P,413
13Jun2008 03:36:23,101,N1,SW1V,580
13Jun2008 03:37:43,633,N5,N17,520
13Jun2008 03:39:52,432,SE19,CR7,504
13Jun2008 03:39:56,69,W1W,NW5,455
13Jun2008 03:44:11,649,SE1,SW1P,381.5
13Jun2008 03:44:22,714,SE25,SW12,620
13Jun2008 03:45:02,494,EC4V,SE1,510
13Jun2008 03:45:05,471,W1U,SW1V,640
13Jun2008 03:46:02,28,WC2E,SW1P,238
13Jun2008 03:47:07,208,BR3,CR7,308
13Jun2008 03:49:43,568,SE27,CR7,518
13Jun2008 03:50:43,723,EC4A,SE1,610
13Jun2008 03:50:51,243,EC2M,SW1P,406
13Jun2008 03:52:25,116,EC3V,SE1,535
13Jun2008 03:53:24,170,W1T,SW1V,320
13Jun2008 03:55:59,710,SE25,SW12,700
13Jun2008 03:57:34,228,SW7,SW18,480
13Jun2008 03:58:45,363,W1H,SW1P,360.5
13Jun2008 03:59:11,185,EC4V,SW1P,294
13Jun2008 03:59:48,602,EC4Y,SW1P,311.5
13Jun2008 04:00:14,126,SE19,SE8,535
13Jun2008 04:00:17,75,CR0,SW18,415
13Jun2008 04:00:51,382,SW16,CR7,392
13Jun2008 04:02:14,24,W1G,SW1V,440
13Jun2008 04:02:25,455,EC3V,E2,615
13Jun2008 04:02:28,598,EC1A,E2,525
13Jun2008 04:03:40,260,SE5,SE1,555
13Jun2008 04:03:47,342,EC2N,SW1P,336
13Jun2008 04:04:04,740,SE1,SW1V,585
13Jun2008 04:05:57,863,SE25,SE8,870
13Jun2008 04:06:40,455,W1H,W10,615
13Jun2008 04:06:44,685,EC1R,NW5,680
13Jun2008 04:06:47,102,E14,SE8,530
13Jun2008 04:12:24,261,W3,W4,437.5
13Jun2008 04:16:37,396,EC4Y,SW1V,590
13Jun2008 04:17:19,84,CR0,SW12,460
13Jun2008 04:17:51,23,SW1P,SW1V,490
13Jun2008 04:18:58,31,EC1A,SW1P,329
13Jun2008 04:23:35,643,SE1,SE1,605
13Jun2008 04:26:40,458,W1T,SW1P,297.5
13Jun2008 04:26:51,353,W1H,W10,495
13Jun2008 04:29:26,152,W1W,SW1V,435
13Jun2008 04:29:47,241,SW19,KT2,540
13Jun2008 04:31:57,515,SE1,SE1,610
13Jun2008 04:32:27,107,SE1,E2,540
13Jun2008 04:33:28,39,E15,E2,540
13Jun2008 04:37:28,438,N13,NW5,480
13Jun2008 04:37:30,656,E1W,SE1,615
